task,method,image_name,psnr,psnr_y,lpips
sr,pnp_gaussian,1 (1015).jpg,22.3146,24.2284,0.4805
sr,pnp_gaussian,1 (1016).jpg,25.0520,27.4408,0.5297
sr,pnp_gaussian,1 (1017).jpg,26.0580,28.6952,0.5540
sr,pnp_gaussian,1 (1018).jpg,22.2665,24.1144,0.5232
sr,pnp_gaussian,1 (1019).jpg,26.7753,29.8048,0.4868
sr,pnp_gaussian,1 (102).jpg,25.6469,28.1326,0.5223
sr,pnp_gaussian,1 (102).png,26.3024,29.0463,0.5865
sr,pnp_gaussian,1 (1020).jpg,18.9228,20.4685,0.5590
sr,pnp_gaussian,1 (1021).jpg,24.2260,26.4112,0.5022
sr,pnp_gaussian,1 (1022).jpg,25.8122,28.3367,0.4971
sr,pnp_gaussian,1 (1023).jpg,27.3328,30.5589,0.5149
sr,pnp_gaussian,1 (1024).jpg,25.9210,28.5820,0.5441
sr,pnp_gaussian,1 (1025).jpg,25.4305,27.8865,0.5784
sr,pnp_gaussian,1 (1026).jpg,25.9210,28.5820,0.5441
sr,pnp_gaussian,1 (1027).jpg,21.6097,23.3454,0.4781
sr,pnp_gaussian,1 (1028).jpg,26.2881,29.0573,0.5669
sr,pnp_gaussian,1 (1029).jpg,24.9715,27.2683,0.5077
sr,pnp_gaussian,1 (103).jpg,25.7506,28.3593,0.5209
sr,pnp_gaussian,1 (103).png,27.6853,31.1143,0.6098
sr,pnp_gaussian,1 (1030).jpg,23.9450,26.0722,0.4952
sr,pnp_gaussian,1 (1031).jpg,26.6737,29.5947,0.5791
sr,pnp_gaussian,1 (1032).jpg,23.3011,25.2676,0.5329
sr,pnp_gaussian,1 (1033).jpg,21.3994,23.1185,0.5427
sr,pnp_gaussian,1 (1034).jpg,25.7509,28.3601,0.5205
sr,pnp_gaussian,1 (1035).jpg,25.2945,27.7182,0.5933
sr,pnp_gaussian,AVERAGE,24.7512,27.1475,0.5333
sr,pnp_drunet,1 (1).jpeg,23.6144,25.1329,0.3921
sr,pnp_drunet,1 (1).jpg,26.4067,28.0907,0.4451
sr,pnp_drunet,1 (1).png,22.5164,24.5742,0.4931
sr,pnp_drunet,1 (10).jpeg,26.2106,27.9513,0.4445
sr,pnp_drunet,1 (10).jpg,26.7151,28.2915,0.4284
sr,pnp_drunet,1 (10).png,24.7121,26.2521,0.3969
sr,pnp_drunet,1 (100).jpg,27.5359,29.2288,0.3859
sr,pnp_drunet,1 (100).png,25.8063,27.6464,0.4419
sr,pnp_drunet,1 (1000).jpg,20.8217,22.1414,0.4665
sr,pnp_drunet,1 (1001).jpg,26.2973,27.8827,0.3429
sr,pnp_drunet,1 (1002).jpg,23.7920,25.1167,0.3173
sr,pnp_drunet,1 (1003).jpg,24.8663,26.3787,0.4630
sr,pnp_drunet,1 (1004).jpg,25.3040,26.8695,0.5238
sr,pnp_drunet,1 (1005).jpg,28.1881,30.0913,0.4246
sr,pnp_drunet,1 (1006).jpg,28.0324,29.7811,0.4109
sr,pnp_drunet,1 (1007).jpg,29.2203,31.1706,0.3625
sr,pnp_drunet,1 (1008).jpg,27.7501,29.0683,0.3015
sr,pnp_drunet,1 (1009).jpg,27.6489,29.6170,0.4128
sr,pnp_drunet,1 (101).jpg,27.0858,28.6226,0.3444
sr,pnp_drunet,1 (101).png,26.4481,28.5753,0.4001
sr,pnp_drunet,1 (1010).jpg,25.6204,27.2463,0.4164
sr,pnp_drunet,1 (1011).jpg,27.2559,28.7946,0.3645
sr,pnp_drunet,1 (1012).jpg,24.3513,25.8257,0.5371
sr,pnp_drunet,1 (1013).jpg,22.0676,23.6498,0.5558
sr,pnp_drunet,1 (1014).jpg,25.2964,26.7490,0.3324
sr,pnp_drunet,1 (1015).jpg,22.2007,23.9856,0.4744
sr,pnp_drunet,1 (1016).jpg,26.0929,27.7572,0.4252
sr,pnp_drunet,1 (1017).jpg,27.1824,28.7209,0.4273
sr,pnp_drunet,1 (1018).jpg,22.9185,24.4572,0.4467
sr,pnp_drunet,1 (1019).jpg,27.6644,29.6830,0.4370
sr,pnp_drunet,1 (102).jpg,26.4356,28.3346,0.3985
sr,pnp_drunet,1 (102).png,27.5403,28.8503,0.4268
sr,pnp_drunet,1 (1020).jpg,18.9356,20.3721,0.5690
sr,pnp_drunet,1 (1021).jpg,25.3902,27.0055,0.3860
sr,pnp_drunet,1 (1022).jpg,26.2401,27.9377,0.4156
sr,pnp_drunet,1 (1023).jpg,29.3967,31.3870,0.2975
sr,pnp_drunet,1 (1024).jpg,26.5027,28.2264,0.4710
sr,pnp_drunet,1 (1025).jpg,26.5228,28.0249,0.4790
sr,pnp_drunet,1 (1026).jpg,26.5027,28.2264,0.4710
sr,pnp_drunet,1 (1027).jpg,21.7544,23.2111,0.4489
sr,pnp_drunet,1 (1028).jpg,28.9054,30.2245,0.3268
sr,pnp_drunet,1 (1029).jpg,26.1155,27.7479,0.3508
sr,pnp_drunet,1 (103).jpg,28.2244,29.9430,0.4313
sr,pnp_drunet,1 (103).png,30.0003,31.6983,0.4959
sr,pnp_drunet,1 (1030).jpg,24.5342,26.1117,0.4219
sr,pnp_drunet,1 (1031).jpg,28.6520,30.0031,0.3900
sr,pnp_drunet,1 (1032).jpg,23.8532,25.2257,0.4755
sr,pnp_drunet,1 (1033).jpg,21.9029,23.2230,0.4686
sr,pnp_drunet,1 (1034).jpg,28.2208,29.9407,0.4309
sr,pnp_drunet,1 (1035).jpg,26.3715,27.6902,0.4650
sr,pnp_drunet,AVERAGE,25.8325,27.4547,0.4247
inpaint,dps_yt,1 (1).jpeg,14.5899,,0.5495
inpaint,dps_yt,1 (1).jpg,17.3788,,0.4740
inpaint,dps_yt,1 (1).png,14.3501,,0.6490
inpaint,dps_yt,1 (10).jpeg,16.1958,,0.6400
inpaint,dps_yt,1 (10).jpg,15.1183,,0.6536
inpaint,dps_yt,1 (10).png,15.2195,,0.6449
inpaint,dps_yt,1 (100).jpg,18.0186,,0.4496
inpaint,dps_yt,1 (100).png,16.4699,,0.5593
inpaint,dps_yt,1 (1000).jpg,15.0982,,0.5663
inpaint,dps_yt,1 (1001).jpg,17.0044,,0.5258
inpaint,dps_yt,1 (1002).jpg,16.9676,,0.5985
inpaint,dps_yt,1 (1003).jpg,15.3607,,0.7023
inpaint,dps_yt,1 (1004).jpg,17.5513,,0.5823
inpaint,dps_yt,1 (1005).jpg,17.1750,,0.5104
inpaint,dps_yt,1 (1006).jpg,17.0830,,0.6491
inpaint,dps_yt,1 (1007).jpg,19.3666,,0.5678
inpaint,dps_yt,1 (1008).jpg,14.0327,,0.6433
inpaint,dps_yt,1 (1009).jpg,15.6792,,0.6126
inpaint,dps_yt,1 (101).jpg,15.2516,,0.6234
inpaint,dps_yt,1 (101).png,15.4332,,0.6268
inpaint,dps_yt,1 (1010).jpg,17.2814,,0.6059
inpaint,dps_yt,1 (1011).jpg,16.0882,,0.5333
inpaint,dps_yt,1 (1012).jpg,15.4255,,0.6508
inpaint,dps_yt,1 (1013).jpg,15.5118,,0.7613
inpaint,dps_yt,1 (1014).jpg,14.3385,,0.6554
inpaint,dps_yt,1 (1015).jpg,15.1869,,0.6056
inpaint,dps_yt,1 (1016).jpg,15.2206,,0.6736
inpaint,dps_yt,1 (1017).jpg,16.3856,,0.5964
inpaint,dps_yt,1 (1018).jpg,15.2519,,0.6013
inpaint,dps_yt,1 (1019).jpg,15.7068,,0.5629
inpaint,dps_yt,1 (102).jpg,15.8275,,0.6627
inpaint,dps_yt,1 (102).png,16.8237,,0.6071
inpaint,dps_yt,1 (1020).jpg,13.8414,,0.6694
inpaint,dps_yt,1 (1021).jpg,15.9169,,0.5191
inpaint,dps_yt,1 (1022).jpg,17.2342,,0.5977
inpaint,dps_yt,1 (1023).jpg,17.3926,,0.6059
inpaint,dps_yt,1 (1024).jpg,16.2014,,0.6154
inpaint,dps_yt,1 (1025).jpg,15.2268,,0.6205
inpaint,dps_yt,1 (1026).jpg,18.1776,,0.4991
inpaint,dps_yt,1 (1027).jpg,14.3496,,0.6366
inpaint,dps_yt,1 (1028).jpg,15.8914,,0.6916
inpaint,dps_yt,1 (1029).jpg,16.2155,,0.5732
inpaint,dps_yt,1 (103).jpg,17.8417,,0.4708
inpaint,dps_yt,1 (103).png,17.5108,,0.6038
inpaint,dps_yt,1 (1030).jpg,16.5678,,0.5477
inpaint,dps_yt,1 (1031).jpg,17.4663,,0.6204
inpaint,dps_yt,1 (1032).jpg,15.1749,,0.6192
inpaint,dps_yt,1 (1033).jpg,14.3972,,0.6091
inpaint,dps_yt,1 (1034).jpg,18.1313,,0.4935
inpaint,dps_yt,1 (1035).jpg,16.6245,,0.6068
inpaint,dps_yt,AVERAGE,16.1311,,0.5989
sr,dps_yt,1 (1).jpeg,13.3325,14.7372,0.5978
sr,dps_yt,1 (1).jpg,17.2383,18.8300,0.4501
sr,dps_yt,1 (1).png,14.7487,16.6715,0.7041
sr,dps_yt,1 (10).jpeg,16.0636,18.0112,0.6494
sr,dps_yt,1 (10).jpg,14.6992,16.2389,0.6389
sr,dps_yt,1 (10).png,12.9347,14.8513,0.7250
sr,dps_yt,1 (100).jpg,19.1622,20.8565,0.4860
sr,dps_yt,1 (100).png,16.3808,18.2463,0.5681
sr,dps_yt,1 (1000).jpg,15.4071,16.9072,0.6008
sr,dps_yt,1 (1001).jpg,15.0660,16.7606,0.6134
sr,dps_yt,1 (1002).jpg,15.8716,17.3406,0.6049
sr,dps_yt,1 (1003).jpg,17.2562,18.7003,0.6276
sr,dps_yt,1 (1004).jpg,16.8825,18.5239,0.6035
sr,dps_yt,1 (1005).jpg,17.5566,19.5492,0.4922
sr,dps_yt,1 (1006).jpg,16.3113,17.9427,0.6150
sr,dps_yt,1 (1007).jpg,20.5493,22.2586,0.5587
sr,dps_yt,1 (1008).jpg,12.9409,14.9123,0.6790
sr,dps_yt,1 (1009).jpg,17.6521,19.4174,0.6149
sr,dps_yt,1 (101).jpg,14.7978,16.1878,0.5904
sr,dps_yt,1 (101).png,15.8062,17.7680,0.6499
sr,dps_yt,1 (1010).jpg,14.9741,17.3622,0.7336
sr,dps_yt,1 (1011).jpg,16.0545,17.6745,0.5255
sr,dps_yt,1 (1012).jpg,16.3779,17.7215,0.6474
sr,dps_yt,1 (1013).jpg,16.4736,17.8492,0.6509
sr,dps_yt,1 (1014).jpg,12.9019,14.6060,0.7225
sr,dps_yt,1 (1015).jpg,13.0835,15.4126,0.6467
sr,dps_yt,1 (1016).jpg,14.7083,16.3299,0.6850
sr,dps_yt,1 (1017).jpg,15.4307,17.0575,0.6337
sr,dps_yt,1 (1018).jpg,13.8357,15.4343,0.6235
sr,dps_yt,1 (1019).jpg,15.3298,17.6348,0.6319
sr,dps_yt,1 (102).jpg,15.6464,17.4685,0.6271
sr,dps_yt,1 (102).png,16.5077,17.9339,0.6611
sr,dps_yt,1 (1020).jpg,12.8080,14.4339,0.7297
sr,dps_yt,1 (1021).jpg,13.7587,15.2917,0.5950
sr,dps_yt,1 (1022).jpg,18.3201,20.0273,0.5910
sr,dps_yt,1 (1023).jpg,18.3077,20.0531,0.5385
sr,dps_yt,1 (1024).jpg,16.6902,18.3200,0.5906
sr,dps_yt,1 (1025).jpg,15.6240,17.0408,0.6285
sr,dps_yt,1 (1026).jpg,16.6582,18.5317,0.5461
sr,dps_yt,1 (1027).jpg,14.4067,16.1780,0.6637
sr,dps_yt,1 (1028).jpg,15.9670,17.4710,0.6459
sr,dps_yt,1 (1029).jpg,15.0762,16.8089,0.5936
sr,dps_yt,1 (103).jpg,15.9294,17.3266,0.4939
sr,dps_yt,1 (103).png,18.1980,19.7121,0.6000
sr,dps_yt,1 (1030).jpg,14.5914,16.3107,0.5704
sr,dps_yt,1 (1031).jpg,18.9897,20.6612,0.5592
sr,dps_yt,1 (1032).jpg,14.6581,16.0399,0.6331
sr,dps_yt,1 (1033).jpg,13.3375,14.7673,0.7040
sr,dps_yt,1 (1034).jpg,15.2246,16.7594,0.5557
sr,dps_yt,1 (1035).jpg,16.3876,17.9858,0.6343
sr,dps_yt,AVERAGE,15.7383,17.4183,0.6146
deblur,dps_yt,1 (1).jpeg,17.1736,,0.4895
deblur,dps_yt,1 (1).jpg,21.2320,,0.4294
deblur,dps_yt,1 (1).png,16.4414,,0.5272
deblur,dps_yt,1 (10).jpeg,19.2899,,0.5253
deblur,dps_yt,1 (10).jpg,20.5827,,0.4710
deblur,dps_yt,1 (10).png,17.4977,,0.5810
deblur,dps_yt,1 (100).jpg,22.7419,,0.4057
deblur,dps_yt,1 (100).png,20.2234,,0.4986
deblur,dps_yt,1 (1000).jpg,17.4610,,0.4898
deblur,dps_yt,1 (1001).jpg,18.5693,,0.4858
deblur,dps_yt,1 (1002).jpg,17.2227,,0.5837
deblur,dps_yt,1 (1003).jpg,19.4627,,0.5473
deblur,dps_yt,1 (1004).jpg,19.4499,,0.5694
deblur,dps_yt,1 (1005).jpg,23.2548,,0.3624
deblur,dps_yt,1 (1006).jpg,19.0467,,0.5301
deblur,dps_yt,1 (1007).jpg,22.8517,,0.4409
deblur,dps_yt,1 (1008).jpg,18.1707,,0.5185
deblur,dps_yt,1 (1009).jpg,20.7050,,0.4933
deblur,dps_yt,1 (101).jpg,20.1626,,0.4640
deblur,dps_yt,1 (101).png,17.7927,,0.5479
deblur,dps_yt,1 (1010).jpg,20.3492,,0.5258
deblur,dps_yt,1 (1011).jpg,19.7489,,0.4176
deblur,dps_yt,1 (1012).jpg,18.8709,,0.5475
deblur,dps_yt,1 (1013).jpg,18.8474,,0.5975
deblur,dps_yt,1 (1014).jpg,17.4087,,0.5781
deblur,dps_yt,1 (1015).jpg,17.3642,,0.5210
deblur,dps_yt,1 (1016).jpg,19.4959,,0.5721
deblur,dps_yt,1 (1017).jpg,19.3916,,0.5253
deblur,dps_yt,1 (1018).jpg,16.3717,,0.5415
deblur,dps_yt,1 (1019).jpg,20.4341,,0.4957
deblur,dps_yt,1 (102).jpg,19.0507,,0.5887
deblur,dps_yt,1 (102).png,20.4060,,0.5532
deblur,dps_yt,1 (1020).jpg,15.2779,,0.6054
deblur,dps_yt,1 (1021).jpg,17.7175,,0.5007
deblur,dps_yt,1 (1022).jpg,20.9317,,0.4989
deblur,dps_yt,1 (1023).jpg,21.7375,,0.4236
deblur,dps_yt,1 (1024).jpg,21.4123,,0.4408
deblur,dps_yt,1 (1025).jpg,20.0919,,0.5221
deblur,dps_yt,1 (1026).jpg,20.9309,,0.4657
deblur,dps_yt,1 (1027).jpg,16.6522,,0.5483
deblur,dps_yt,1 (1028).jpg,19.7362,,0.5715
deblur,dps_yt,1 (1029).jpg,21.0323,,0.4540
deblur,dps_yt,1 (103).jpg,21.9394,,0.3843
deblur,dps_yt,1 (103).png,20.3092,,0.5255
deblur,dps_yt,1 (1030).jpg,18.7623,,0.4642
deblur,dps_yt,1 (1031).jpg,21.6635,,0.5753
deblur,dps_yt,1 (1032).jpg,18.6884,,0.4931
deblur,dps_yt,1 (1033).jpg,16.2116,,0.5826
deblur,dps_yt,1 (1034).jpg,20.3625,,0.4535
deblur,dps_yt,1 (1035).jpg,19.8113,,0.5755
deblur,dps_yt,AVERAGE,19.4068,,0.5102
sr,dps_y0,1 (1).jpeg,16.2949,17.6983,0.4569
sr,dps_y0,1 (1).jpg,19.8357,21.3196,0.3691
sr,dps_y0,1 (1).png,16.6723,18.5424,0.5723
sr,dps_y0,1 (10).jpeg,20.0876,21.8315,0.5755
sr,dps_y0,1 (10).jpg,19.4025,20.8553,0.4786
sr,dps_y0,1 (10).png,17.6830,19.1972,0.5668
sr,dps_y0,1 (100).jpg,21.8069,23.4055,0.4114
sr,dps_y0,1 (100).png,19.4828,21.2412,0.5038
sr,dps_y0,1 (1000).jpg,17.1548,18.4923,0.4850
sr,dps_y0,1 (1001).jpg,18.3232,19.7986,0.4124
sr,dps_y0,1 (1002).jpg,18.6734,20.0162,0.5684
sr,dps_y0,1 (1003).jpg,19.2867,20.7530,0.6277
sr,dps_y0,1 (1004).jpg,20.2141,21.7570,0.5331
sr,dps_y0,1 (1005).jpg,21.2711,22.8936,0.3994
sr,dps_y0,1 (1006).jpg,19.9478,21.4888,0.5731
sr,dps_y0,1 (1007).jpg,23.0710,24.6277,0.4067
sr,dps_y0,1 (1008).jpg,17.5436,18.9198,0.4898
sr,dps_y0,1 (1009).jpg,20.9256,22.7616,0.4742
sr,dps_y0,1 (101).jpg,18.9753,20.3772,0.4529
sr,dps_y0,1 (101).png,19.9610,22.0003,0.4313
sr,dps_y0,1 (1010).jpg,20.6561,22.2818,0.5700
sr,dps_y0,1 (1011).jpg,18.4897,19.8847,0.4116
sr,dps_y0,1 (1012).jpg,19.3997,20.7967,0.5529
sr,dps_y0,1 (1013).jpg,17.9801,19.3386,0.6101
sr,dps_y0,1 (1014).jpg,16.4084,17.7885,0.4977
sr,dps_y0,1 (1015).jpg,17.0013,19.0451,0.5540
sr,dps_y0,1 (1016).jpg,18.6701,20.1926,0.5527
sr,dps_y0,1 (1017).jpg,20.0848,21.4654,0.4488
sr,dps_y0,1 (1018).jpg,16.2928,17.7820,0.5578
sr,dps_y0,1 (1019).jpg,20.0629,22.0630,0.4909
sr,dps_y0,1 (102).jpg,19.4322,21.0742,0.5070
sr,dps_y0,1 (102).png,21.1078,22.4922,0.5921
sr,dps_y0,1 (1020).jpg,15.3517,16.7883,0.5481
sr,dps_y0,1 (1021).jpg,17.1919,18.5722,0.4775
sr,dps_y0,1 (1022).jpg,20.4403,22.1085,0.4979
sr,dps_y0,1 (1023).jpg,21.8066,23.4022,0.4187
sr,dps_y0,1 (1024).jpg,21.0454,22.6393,0.4422
sr,dps_y0,1 (1025).jpg,20.1349,21.5369,0.5251
sr,dps_y0,1 (1026).jpg,21.1300,22.7192,0.4650
sr,dps_y0,1 (1027).jpg,16.0928,17.5528,0.5974
sr,dps_y0,1 (1028).jpg,20.8521,22.2169,0.5342
sr,dps_y0,1 (1029).jpg,19.4681,21.0452,0.4815
sr,dps_y0,1 (103).jpg,19.0291,20.4599,0.4204
sr,dps_y0,1 (103).png,22.9019,24.2917,0.3932
sr,dps_y0,1 (1030).jpg,18.5457,20.1015,0.4630
sr,dps_y0,1 (1031).jpg,22.3601,23.7407,0.4712
sr,dps_y0,1 (1032).jpg,17.5883,18.9396,0.4778
sr,dps_y0,1 (1033).jpg,15.8624,17.2776,0.5385
sr,dps_y0,1 (1034).jpg,18.9645,20.4177,0.3876
sr,dps_y0,1 (1035).jpg,20.5839,21.9469,0.4832
sr,dps_y0,AVERAGE,19.2310,20.7588,0.4951
inpaint,dps_y0,1 (1).jpeg,18.5251,,0.4229
inpaint,dps_y0,1 (1).jpg,21.4239,,0.3637
inpaint,dps_y0,1 (1).png,17.5290,,0.5357
inpaint,dps_y0,1 (10).jpeg,20.3372,,0.6192
inpaint,dps_y0,1 (10).jpg,20.1034,,0.4699
inpaint,dps_y0,1 (10).png,18.9960,,0.5308
inpaint,dps_y0,1 (100).jpg,22.2115,,0.4645
inpaint,dps_y0,1 (100).png,19.5227,,0.5766
inpaint,dps_y0,1 (1000).jpg,17.8515,,0.5251
inpaint,dps_y0,1 (1001).jpg,20.9751,,0.4034
inpaint,dps_y0,1 (1002).jpg,19.1203,,0.6041
inpaint,dps_y0,1 (1003).jpg,18.8673,,0.6254
inpaint,dps_y0,1 (1004).jpg,20.0081,,0.5340
inpaint,dps_y0,1 (1005).jpg,23.1200,,0.3762
inpaint,dps_y0,1 (1006).jpg,20.1944,,0.5840
inpaint,dps_y0,1 (1007).jpg,22.7031,,0.4415
inpaint,dps_y0,1 (1008).jpg,20.6575,,0.4755
inpaint,dps_y0,1 (1009).jpg,20.9996,,0.5136
inpaint,dps_y0,1 (101).jpg,21.9187,,0.4449
inpaint,dps_y0,1 (101).png,20.5963,,0.4834
inpaint,dps_y0,1 (1010).jpg,20.5636,,0.5710
inpaint,dps_y0,1 (1011).jpg,21.0050,,0.4246
inpaint,dps_y0,1 (1012).jpg,19.8921,,0.5287
inpaint,dps_y0,1 (1013).jpg,18.2129,,0.6214
inpaint,dps_y0,1 (1014).jpg,19.6563,,0.5659
inpaint,dps_y0,1 (1015).jpg,17.2865,,0.5711
inpaint,dps_y0,1 (1016).jpg,19.4089,,0.5724
inpaint,dps_y0,1 (1017).jpg,20.5824,,0.4677
inpaint,dps_y0,1 (1018).jpg,17.6880,,0.5377
inpaint,dps_y0,1 (1019).jpg,20.5785,,0.4589
inpaint,dps_y0,1 (102).jpg,19.8285,,0.5871
inpaint,dps_y0,1 (102).png,20.5208,,0.5493
inpaint,dps_y0,1 (1020).jpg,16.3584,,0.6327
inpaint,dps_y0,1 (1021).jpg,18.9240,,0.4759
inpaint,dps_y0,1 (1022).jpg,20.6191,,0.5691
inpaint,dps_y0,1 (1023).jpg,23.2358,,0.3688
inpaint,dps_y0,1 (1024).jpg,21.1092,,0.4646
inpaint,dps_y0,1 (1025).jpg,20.7168,,0.5653
inpaint,dps_y0,1 (1026).jpg,21.3745,,0.4643
inpaint,dps_y0,1 (1027).jpg,17.1835,,0.5942
inpaint,dps_y0,1 (1028).jpg,21.8825,,0.5107
inpaint,dps_y0,1 (1029).jpg,20.4463,,0.5221
inpaint,dps_y0,1 (103).jpg,23.1336,,0.3793
inpaint,dps_y0,1 (103).png,22.7831,,0.4878
inpaint,dps_y0,1 (1030).jpg,19.4880,,0.4545
inpaint,dps_y0,1 (1031).jpg,22.4773,,0.5241
inpaint,dps_y0,1 (1032).jpg,19.7890,,0.4657
inpaint,dps_y0,1 (1033).jpg,17.4929,,0.4824
inpaint,dps_y0,1 (1034).jpg,22.6860,,0.4162
inpaint,dps_y0,1 (1035).jpg,20.7577,,0.5704
inpaint,dps_y0,AVERAGE,20.2268,,0.5080
deblur,dps_y0,1 (1).jpeg,17.8805,,0.4562
deblur,dps_y0,1 (1).jpg,20.9799,,0.3678
deblur,dps_y0,1 (1).png,18.0189,,0.4886
deblur,dps_y0,1 (10).jpeg,21.0995,,0.4915
deblur,dps_y0,1 (10).jpg,21.5757,,0.4516
deblur,dps_y0,1 (10).png,18.2369,,0.5010
deblur,dps_y0,1 (100).jpg,23.6478,,0.3818
deblur,dps_y0,1 (100).png,20.7006,,0.4988
deblur,dps_y0,1 (1000).jpg,18.2253,,0.4636
deblur,dps_y0,1 (1001).jpg,20.3930,,0.4059
deblur,dps_y0,1 (1002).jpg,18.9849,,0.5219
deblur,dps_y0,1 (1003).jpg,19.4430,,0.4852
deblur,dps_y0,1 (1004).jpg,21.2448,,0.5049
deblur,dps_y0,1 (1005).jpg,24.7418,,0.3346
deblur,dps_y0,1 (1006).jpg,20.6566,,0.4893
deblur,dps_y0,1 (1007).jpg,24.8981,,0.3899
deblur,dps_y0,1 (1008).jpg,19.3816,,0.4709
deblur,dps_y0,1 (1009).jpg,22.1978,,0.4151
deblur,dps_y0,1 (101).jpg,21.7981,,0.4088
deblur,dps_y0,1 (101).png,21.1688,,0.4028
deblur,dps_y0,1 (1010).jpg,20.9796,,0.4685
deblur,dps_y0,1 (1011).jpg,20.7958,,0.3979
deblur,dps_y0,1 (1012).jpg,21.0177,,0.5459
deblur,dps_y0,1 (1013).jpg,19.2205,,0.6022
deblur,dps_y0,1 (1014).jpg,18.8587,,0.5191
deblur,dps_y0,1 (1015).jpg,18.6724,,0.4965
deblur,dps_y0,1 (1016).jpg,19.8374,,0.5482
deblur,dps_y0,1 (1017).jpg,22.0311,,0.4554
deblur,dps_y0,1 (1018).jpg,17.4590,,0.5013
deblur,dps_y0,1 (1019).jpg,21.9625,,0.4398
deblur,dps_y0,1 (102).jpg,20.1167,,0.5245
deblur,dps_y0,1 (102).png,21.4197,,0.5084
deblur,dps_y0,1 (1020).jpg,15.3690,,0.5371
deblur,dps_y0,1 (1021).jpg,19.3046,,0.4275
deblur,dps_y0,1 (1022).jpg,22.2504,,0.4492
deblur,dps_y0,1 (1023).jpg,23.6305,,0.3613
deblur,dps_y0,1 (1024).jpg,22.2393,,0.4243
deblur,dps_y0,1 (1025).jpg,22.2115,,0.5305
deblur,dps_y0,1 (1026).jpg,22.1195,,0.4187
deblur,dps_y0,1 (1027).jpg,17.6323,,0.5060
deblur,dps_y0,1 (1028).jpg,21.5760,,0.5007
deblur,dps_y0,1 (1029).jpg,21.3411,,0.4377
deblur,dps_y0,1 (103).jpg,22.6781,,0.3798
deblur,dps_y0,1 (103).png,24.5358,,0.3872
deblur,dps_y0,1 (1030).jpg,20.0220,,0.4148
deblur,dps_y0,1 (1031).jpg,23.5135,,0.4703
deblur,dps_y0,1 (1032).jpg,19.5983,,0.4397
deblur,dps_y0,1 (1033).jpg,16.5496,,0.4897
deblur,dps_y0,1 (1034).jpg,23.3154,,0.3650
deblur,dps_y0,1 (1035).jpg,20.5857,,0.5604
deblur,dps_y0,AVERAGE,20.7223,,0.4608
